,piece_name,recording_number,original_feedback,assessor_idx,Q,A,split
574,Lavenders Blue,3,Very accurate,0, Is the performed note accurate? , Very accurate in performance. ,train
575,Lavenders Blue,3,"The tempo was inconsistent: the beginning started slow but it got faster as the song progressed. In addition, the rhythms felt rushed at some points, so the song felt inconsistent.",1, Is the performed tempo stable? ," No, the tempo was inconsistent which started slow but got faster as the song progressed. ",train
576,Lavenders Blue,3,"The tempo was inconsistent: the beginning started slow but it got faster as the song progressed. In addition, the rhythms felt rushed at some points, so the song felt inconsistent.",1, Is the rhythm accurate? ," No, the rhythms rushed at some points, so it felt inconsistent.",train
577,Lavenders Blue,3,Very nice! Accurate reading throughout. Nice solid chords.,2, Is the performed note accurate? ," Yes, accurate reading throughout. ",train
578,Lavenders Blue,3,Very nice! Accurate reading throughout. Nice solid chords.,2, How would you describe the emotional intent of the performance? , The performance is very nice with solid chords. ,train
579,Lavenders Blue,3,The piece was played accurately and with even rhythm. There were no faults and was easy to listen to.,3, Is the performed note accurate? ," Yes, the piece was played accurately. ",train
580,Lavenders Blue,3,The piece was played accurately and with even rhythm. There were no faults and was easy to listen to.,3, Is the rhythm accurate? ," Yes, the rhythm was even. ",train
581,Lavenders Blue,3,The piece was played accurately and with even rhythm. There were no faults and was easy to listen to.,3," What is the overall score you would assign to the performance, in a scale 5? "," The performance was faultless and easy to listen to, so score could be 5. ",train
582,Lavenders Blue,3,unsteady tempo and rhythm,4, Is the performed tempo stable? ," No, the tempo was unsteady. ",train
583,Lavenders Blue,3,unsteady tempo and rhythm,4, Is the rhythm accurate? ," No, the rhythm was unsteady.",train
584,Lavenders Blue,3,"Tempo was not steady. The left hand was good, but the right rushed and dragged at various spots.",5, Is the performed tempo stable? ," No, the tempo was not steady.  ",train
585,Lavenders Blue,3,"Tempo was not steady. The left hand was good, but the right rushed and dragged at various spots.",5, Is there reasonable balance between hands? ," No, the left hand was good, but the right rushed and dragged at various spots.",train
586,Lavenders Blue,3,Too slow. RH legato not consistent. RH rhythm a bit unsteady.,6, How is the overall tempo? , The tempo is too slow.,train
587,Lavenders Blue,3,Too slow. RH legato not consistent. RH rhythm a bit unsteady.,6, Is the rhythm accurate? ," No, right hand rhythm a bit unsteady. ",train
588,Lavenders Blue,3,The tempo and notes are good but overall it could've have a better flow.,7, How is the overall tempo? , The tempo is good. ,train
589,Lavenders Blue,3,The tempo and notes are good but overall it could've have a better flow.,7, Is the performance smooth or hesitant? , It could have a better flow. ,train
590,Lavenders Blue,3,The tempo and notes are good but overall it could've have a better flow.,7, Is the performed note accurate? , The notes are good.,train
591,Lavenders Blue,4,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
592,Lavenders Blue,4,5,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
593,Lavenders Blue,4,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
594,Lavenders Blue,4,3,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
595,Lavenders Blue,4,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
596,Lavenders Blue,4,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
597,Lavenders Blue,4,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
598,Lavenders Blue,4,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
599,Lavenders Blue,4,Accurate but over-pedaled,0, Is the performed note accurate? , The performance is accurate.,train
600,Lavenders Blue,4,Accurate but over-pedaled,0, Is the pedal usage appropriate? ," No, it was over-pedaled.",train
601,Lavenders Blue,4,"The notes and rhythms were all played correctly, and the tempo stayed consistent throughout. Also, the addition of petal helped the song sound fluid and helped maintain steady rhythms. Overall, it sounded nearly flawless and very lovely to listen to.",1, Is the performed note accurate? ," Yes, the notes were all played correctly.",train
602,Lavenders Blue,4,"The notes and rhythms were all played correctly, and the tempo stayed consistent throughout. Also, the addition of petal helped the song sound fluid and helped maintain steady rhythms. Overall, it sounded nearly flawless and very lovely to listen to.",1, Is the rhythm accurate? ," Yes, the rhythms were all played correctly.",train
603,Lavenders Blue,4,"The notes and rhythms were all played correctly, and the tempo stayed consistent throughout. Also, the addition of petal helped the song sound fluid and helped maintain steady rhythms. Overall, it sounded nearly flawless and very lovely to listen to.",1, Is the performed tempo stable? ," Yes, the tempo stayed consistent throughout.",train
604,Lavenders Blue,4,"The notes and rhythms were all played correctly, and the tempo stayed consistent throughout. Also, the addition of petal helped the song sound fluid and helped maintain steady rhythms. Overall, it sounded nearly flawless and very lovely to listen to.",1, How would you describe the emotional intent of the performance? , It was very lovely to listen to.,train
605,Lavenders Blue,4,Beautiful feel for the singing line! Excellent!,2, How would you describe the emotional intent of the performance? , Beautiful feel for the singing line.,train
606,Lavenders Blue,4,Beautiful feel for the singing line! Excellent!,2," What is the overall score you would assign to the performance, in a scale 5? ", 5 (excellent).,train
607,Lavenders Blue,4,"The pedal was used in this piece, which was not included in the sheet music. Everything else was played accurately.",3, Is the pedal usage appropriate? ," No, the pedal was used even it was not included in the sheet music.",train
608,Lavenders Blue,4,"The pedal was used in this piece, which was not included in the sheet music. Everything else was played accurately.",3, Is the performance following score instructions? ," No, as it was instructed to not use pedal. ",train
609,Lavenders Blue,4,"The pedal was used in this piece, which was not included in the sheet music. Everything else was played accurately.",3, Is the performed note accurate? ," Yes, everything else was played accurately.",train
610,Lavenders Blue,4,too much pedal,4, Is the pedal usage appropriate? ," No, it was too much pedal.",train
611,Lavenders Blue,4,"Hints of phrasing, which was good. Could have done more, but overall very good.",5, Is the phrasing or melodic shaping clear? ," There are hints of phrasing, which is good.",train
612,Lavenders Blue,4,"Hints of phrasing, which was good. Could have done more, but overall very good.",5, What does the student needs to work on? , Needs to work on phrasing a bit more.,train
613,Lavenders Blue,4,"Hints of phrasing, which was good. Could have done more, but overall very good.",5," What is the overall score you would assign to the performance, in a scale of 5? "," 4, very good.",train
614,Lavenders Blue,4,Too much pedal. Otherwise good.,6, Is the pedal usage appropriate? ," No, there was too much pedal in the performance.",train
615,Lavenders Blue,4,Too much pedal. Otherwise good.,6," What is the overall score you would assign to the performance, in a scale of 5? "," 4, good.",train
616,Lavenders Blue,4,The piece is has very beautiful melody line and correct notes and tempo. The only thing I don't like that much is that it has too much pedal that the notes are a little too blurry.,7, Is the performed note accurate? ," Yes, correct notes were played.",train
617,Lavenders Blue,4,The piece is has very beautiful melody line and correct notes and tempo. The only thing I don't like that much is that it has too much pedal that the notes are a little too blurry.,7, How is the overall tempo? , Tempo was correct.,train
