,Composer,Work Title,Movement,henle,YouTube Link 1,YouTube Link 2,YouTube Link 3,Unnamed: 6,audio_id,audio_path,original_id,split,Q,A
67,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 2,8,https://www.youtube.com/watch?v=Jcr6WUvuVJU,https://www.youtube.com/watch?v=IO4jmePHo7U,https://www.youtube.com/watch?v=nBJ8O7ODyig,https://www.youtube.com/watch?v=WvEYqU2reBY,Jcr6WUvuVJU,/data/scratch/acw630/difficulty_cipi/Jcr6WUvuVJU.wav,c-30,train,Can you identify the composer of this piece?,LUDWIG VAN BEETHOVEN
67,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 2,8,https://www.youtube.com/watch?v=Jcr6WUvuVJU,https://www.youtube.com/watch?v=IO4jmePHo7U,https://www.youtube.com/watch?v=nBJ8O7ODyig,https://www.youtube.com/watch?v=WvEYqU2reBY,Jcr6WUvuVJU,/data/scratch/acw630/difficulty_cipi/Jcr6WUvuVJU.wav,c-30,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
67,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 2,8,https://www.youtube.com/watch?v=Jcr6WUvuVJU,https://www.youtube.com/watch?v=IO4jmePHo7U,https://www.youtube.com/watch?v=nBJ8O7ODyig,https://www.youtube.com/watch?v=WvEYqU2reBY,Jcr6WUvuVJU,/data/scratch/acw630/difficulty_cipi/Jcr6WUvuVJU.wav,c-30,train,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
68,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 3,8,https://www.youtube.com/watch?v=iAHjPCiBKRQ,,,,iAHjPCiBKRQ,/data/scratch/acw630/difficulty_cipi/iAHjPCiBKRQ.wav,c-30,train,Could you guess the composer of this piece?,LUDWIG VAN BEETHOVEN
68,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 3,8,https://www.youtube.com/watch?v=iAHjPCiBKRQ,,,,iAHjPCiBKRQ,/data/scratch/acw630/difficulty_cipi/iAHjPCiBKRQ.wav,c-30,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
68,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 3,8,https://www.youtube.com/watch?v=iAHjPCiBKRQ,,,,iAHjPCiBKRQ,/data/scratch/acw630/difficulty_cipi/iAHjPCiBKRQ.wav,c-30,train,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
69,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 1,8,https://www.youtube.com/watch?v=uWKEsOiF4vc,,,,uWKEsOiF4vc,/data/scratch/acw630/difficulty_cipi/uWKEsOiF4vc.wav,c-31,train,Can you identify the composer of this piece?,LUDWIG VAN BEETHOVEN
69,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 1,8,https://www.youtube.com/watch?v=uWKEsOiF4vc,,,,uWKEsOiF4vc,/data/scratch/acw630/difficulty_cipi/uWKEsOiF4vc.wav,c-31,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
69,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 1,8,https://www.youtube.com/watch?v=uWKEsOiF4vc,,,,uWKEsOiF4vc,/data/scratch/acw630/difficulty_cipi/uWKEsOiF4vc.wav,c-31,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
70,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 2,8,https://www.youtube.com/watch?v=dLj1Bknfeyw,https://www.youtube.com/watch?v=a3ubySjSD_o,https://www.youtube.com/watch?v=Hbn71iXKK7Y,https://www.youtube.com/watch?v=d_4ptRiB3y4,dLj1Bknfeyw,/data/scratch/acw630/difficulty_cipi/dLj1Bknfeyw.wav,c-31,train,Who is likely the composer of the music being played?,LUDWIG VAN BEETHOVEN
70,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 2,8,https://www.youtube.com/watch?v=dLj1Bknfeyw,https://www.youtube.com/watch?v=a3ubySjSD_o,https://www.youtube.com/watch?v=Hbn71iXKK7Y,https://www.youtube.com/watch?v=d_4ptRiB3y4,dLj1Bknfeyw,/data/scratch/acw630/difficulty_cipi/dLj1Bknfeyw.wav,c-31,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
70,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 2,8,https://www.youtube.com/watch?v=dLj1Bknfeyw,https://www.youtube.com/watch?v=a3ubySjSD_o,https://www.youtube.com/watch?v=Hbn71iXKK7Y,https://www.youtube.com/watch?v=d_4ptRiB3y4,dLj1Bknfeyw,/data/scratch/acw630/difficulty_cipi/dLj1Bknfeyw.wav,c-31,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
71,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 3,8,https://www.youtube.com/watch?v=BP84TczbAc4,https://www.youtube.com/shorts/J384ENa4Ui0,,,BP84TczbAc4,/data/scratch/acw630/difficulty_cipi/BP84TczbAc4.wav,c-31,train,Who might be the composer of this piece?,LUDWIG VAN BEETHOVEN
71,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 3,8,https://www.youtube.com/watch?v=BP84TczbAc4,https://www.youtube.com/shorts/J384ENa4Ui0,,,BP84TczbAc4,/data/scratch/acw630/difficulty_cipi/BP84TczbAc4.wav,c-31,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
71,LUDWIG VAN BEETHOVEN,Piano Sonata A flat major op. 110,mvt. 3,8,https://www.youtube.com/watch?v=BP84TczbAc4,https://www.youtube.com/shorts/J384ENa4Ui0,,,BP84TczbAc4,/data/scratch/acw630/difficulty_cipi/BP84TczbAc4.wav,c-31,train,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
72,FRÉDÉRIC CHOPIN,Allegro de Concert A major op. 46,,8,https://www.youtube.com/watch?v=_OBPsBjjxb8,,,,_OBPsBjjxb8,/data/scratch/acw630/difficulty_cipi/_OBPsBjjxb8.wav,c-330,train,Who might be the composer of this piece?,FRÉDÉRIC CHOPIN
72,FRÉDÉRIC CHOPIN,Allegro de Concert A major op. 46,,8,https://www.youtube.com/watch?v=_OBPsBjjxb8,,,,_OBPsBjjxb8,/data/scratch/acw630/difficulty_cipi/_OBPsBjjxb8.wav,c-330,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
72,FRÉDÉRIC CHOPIN,Allegro de Concert A major op. 46,,8,https://www.youtube.com/watch?v=_OBPsBjjxb8,,,,_OBPsBjjxb8,/data/scratch/acw630/difficulty_cipi/_OBPsBjjxb8.wav,c-330,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
73,FRÉDÉRIC CHOPIN,Piano Sonata c minor op. 4,,8,https://www.youtube.com/watch?v=2Ej9g7tsgF4,,,https://www.youtube.com/watch?v=2Ej9g7tsgF4,2Ej9g7tsgF4,/data/scratch/acw630/difficulty_cipi/2Ej9g7tsgF4.wav,c-333,train,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
73,FRÉDÉRIC CHOPIN,Piano Sonata c minor op. 4,,8,https://www.youtube.com/watch?v=2Ej9g7tsgF4,,,https://www.youtube.com/watch?v=2Ej9g7tsgF4,2Ej9g7tsgF4,/data/scratch/acw630/difficulty_cipi/2Ej9g7tsgF4.wav,c-333,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
73,FRÉDÉRIC CHOPIN,Piano Sonata c minor op. 4,,8,https://www.youtube.com/watch?v=2Ej9g7tsgF4,,,https://www.youtube.com/watch?v=2Ej9g7tsgF4,2Ej9g7tsgF4,/data/scratch/acw630/difficulty_cipi/2Ej9g7tsgF4.wav,c-333,train,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
74,FRÉDÉRIC CHOPIN,"Prelude f sharp minor op. 28,8",,8,https://www.youtube.com/watch?v=sGqaeUeTzj0,https://www.youtube.com/watch?v=HlPO8W79KUs,https://www.youtube.com/watch?v=DbJzYYsn6eM,https://www.youtube.com/watch?v=-7OAHBaRCgo,sGqaeUeTzj0,/data/scratch/acw630/difficulty_cipi/sGqaeUeTzj0.wav,c-341,train,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
74,FRÉDÉRIC CHOPIN,"Prelude f sharp minor op. 28,8",,8,https://www.youtube.com/watch?v=sGqaeUeTzj0,https://www.youtube.com/watch?v=HlPO8W79KUs,https://www.youtube.com/watch?v=DbJzYYsn6eM,https://www.youtube.com/watch?v=-7OAHBaRCgo,sGqaeUeTzj0,/data/scratch/acw630/difficulty_cipi/sGqaeUeTzj0.wav,c-341,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
74,FRÉDÉRIC CHOPIN,"Prelude f sharp minor op. 28,8",,8,https://www.youtube.com/watch?v=sGqaeUeTzj0,https://www.youtube.com/watch?v=HlPO8W79KUs,https://www.youtube.com/watch?v=DbJzYYsn6eM,https://www.youtube.com/watch?v=-7OAHBaRCgo,sGqaeUeTzj0,/data/scratch/acw630/difficulty_cipi/sGqaeUeTzj0.wav,c-341,train,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
75,FRÉDÉRIC CHOPIN,"Prelude g sharp minor op. 28,12",,8,https://www.youtube.com/watch?v=VEP0ljnjFxc,https://www.youtube.com/watch?v=1ux3t8OZYHY,https://www.youtube.com/watch?v=JRfMbrpKz8c,https://www.youtube.com/watch?v=CU9RgI9j7Do,VEP0ljnjFxc,/data/scratch/acw630/difficulty_cipi/VEP0ljnjFxc.wav,c-344,train,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
75,FRÉDÉRIC CHOPIN,"Prelude g sharp minor op. 28,12",,8,https://www.youtube.com/watch?v=VEP0ljnjFxc,https://www.youtube.com/watch?v=1ux3t8OZYHY,https://www.youtube.com/watch?v=JRfMbrpKz8c,https://www.youtube.com/watch?v=CU9RgI9j7Do,VEP0ljnjFxc,/data/scratch/acw630/difficulty_cipi/VEP0ljnjFxc.wav,c-344,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
75,FRÉDÉRIC CHOPIN,"Prelude g sharp minor op. 28,12",,8,https://www.youtube.com/watch?v=VEP0ljnjFxc,https://www.youtube.com/watch?v=1ux3t8OZYHY,https://www.youtube.com/watch?v=JRfMbrpKz8c,https://www.youtube.com/watch?v=CU9RgI9j7Do,VEP0ljnjFxc,/data/scratch/acw630/difficulty_cipi/VEP0ljnjFxc.wav,c-344,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
76,FRÉDÉRIC CHOPIN,"Prelude b flat minor op. 28,16",,8,https://www.youtube.com/watch?v=xGY0eRpV9Qw,https://www.youtube.com/watch?v=LhZGYs1z2mQ,https://www.youtube.com/watch?v=3LmH18JCfnI,https://www.youtube.com/watch?v=yZlFWkmmX2Y,xGY0eRpV9Qw,/data/scratch/acw630/difficulty_cipi/xGY0eRpV9Qw.wav,c-347,train,Who might be the composer of this piece?,FRÉDÉRIC CHOPIN
76,FRÉDÉRIC CHOPIN,"Prelude b flat minor op. 28,16",,8,https://www.youtube.com/watch?v=xGY0eRpV9Qw,https://www.youtube.com/watch?v=LhZGYs1z2mQ,https://www.youtube.com/watch?v=3LmH18JCfnI,https://www.youtube.com/watch?v=yZlFWkmmX2Y,xGY0eRpV9Qw,/data/scratch/acw630/difficulty_cipi/xGY0eRpV9Qw.wav,c-347,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
76,FRÉDÉRIC CHOPIN,"Prelude b flat minor op. 28,16",,8,https://www.youtube.com/watch?v=xGY0eRpV9Qw,https://www.youtube.com/watch?v=LhZGYs1z2mQ,https://www.youtube.com/watch?v=3LmH18JCfnI,https://www.youtube.com/watch?v=yZlFWkmmX2Y,xGY0eRpV9Qw,/data/scratch/acw630/difficulty_cipi/xGY0eRpV9Qw.wav,c-347,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
77,FRÉDÉRIC CHOPIN,Rondo F major op. 5,,8,https://www.youtube.com/watch?v=EWSmRl1POEo,,,,EWSmRl1POEo,/data/scratch/acw630/difficulty_cipi/EWSmRl1POEo.wav,c-356,test,Could you guess the composer of this piece?,FRÉDÉRIC CHOPIN
77,FRÉDÉRIC CHOPIN,Rondo F major op. 5,,8,https://www.youtube.com/watch?v=EWSmRl1POEo,,,,EWSmRl1POEo,/data/scratch/acw630/difficulty_cipi/EWSmRl1POEo.wav,c-356,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
77,FRÉDÉRIC CHOPIN,Rondo F major op. 5,,8,https://www.youtube.com/watch?v=EWSmRl1POEo,,,,EWSmRl1POEo,/data/scratch/acw630/difficulty_cipi/EWSmRl1POEo.wav,c-356,test,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
78,FRÉDÉRIC CHOPIN,Rondo E flat major op. 16,,8,https://www.youtube.com/watch?v=CxSEdBKcQYE,,,,CxSEdBKcQYE,/data/scratch/acw630/difficulty_cipi/CxSEdBKcQYE.wav,c-357,train,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
78,FRÉDÉRIC CHOPIN,Rondo E flat major op. 16,,8,https://www.youtube.com/watch?v=CxSEdBKcQYE,,,,CxSEdBKcQYE,/data/scratch/acw630/difficulty_cipi/CxSEdBKcQYE.wav,c-357,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
78,FRÉDÉRIC CHOPIN,Rondo E flat major op. 16,,8,https://www.youtube.com/watch?v=CxSEdBKcQYE,,,,CxSEdBKcQYE,/data/scratch/acw630/difficulty_cipi/CxSEdBKcQYE.wav,c-357,train,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
79,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 1,8,https://www.youtube.com/watch?v=MrBBMsWz1b4,,,,MrBBMsWz1b4,/data/scratch/acw630/difficulty_cipi/MrBBMsWz1b4.wav,c-4,train,Could you guess the composer of this piece?,LUDWIG VAN BEETHOVEN
79,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 1,8,https://www.youtube.com/watch?v=MrBBMsWz1b4,,,,MrBBMsWz1b4,/data/scratch/acw630/difficulty_cipi/MrBBMsWz1b4.wav,c-4,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
79,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 1,8,https://www.youtube.com/watch?v=MrBBMsWz1b4,,,,MrBBMsWz1b4,/data/scratch/acw630/difficulty_cipi/MrBBMsWz1b4.wav,c-4,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
80,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 2,8,https://www.youtube.com/watch?v=dSSbc5Yrn38,,,,dSSbc5Yrn38,/data/scratch/acw630/difficulty_cipi/dSSbc5Yrn38.wav,c-4,train,Can you identify the composer of this piece?,LUDWIG VAN BEETHOVEN
80,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 2,8,https://www.youtube.com/watch?v=dSSbc5Yrn38,,,,dSSbc5Yrn38,/data/scratch/acw630/difficulty_cipi/dSSbc5Yrn38.wav,c-4,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
80,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 2,8,https://www.youtube.com/watch?v=dSSbc5Yrn38,,,,dSSbc5Yrn38,/data/scratch/acw630/difficulty_cipi/dSSbc5Yrn38.wav,c-4,train,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
81,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 3,8,https://www.youtube.com/watch?v=5GaDeORwSE4,https://www.youtube.com/watch?v=tRzdG4HSToU,https://www.youtube.com/watch?v=_QxiqfzKWY0,,5GaDeORwSE4,/data/scratch/acw630/difficulty_cipi/5GaDeORwSE4.wav,c-4,train,Can you identify the composer of this piece?,LUDWIG VAN BEETHOVEN
81,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 3,8,https://www.youtube.com/watch?v=5GaDeORwSE4,https://www.youtube.com/watch?v=tRzdG4HSToU,https://www.youtube.com/watch?v=_QxiqfzKWY0,,5GaDeORwSE4,/data/scratch/acw630/difficulty_cipi/5GaDeORwSE4.wav,c-4,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
81,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 3,8,https://www.youtube.com/watch?v=5GaDeORwSE4,https://www.youtube.com/watch?v=tRzdG4HSToU,https://www.youtube.com/watch?v=_QxiqfzKWY0,,5GaDeORwSE4,/data/scratch/acw630/difficulty_cipi/5GaDeORwSE4.wav,c-4,train,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
82,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 4,8,https://www.youtube.com/watch?v=TjC2ysbGpyo,,,,TjC2ysbGpyo,/data/scratch/acw630/difficulty_cipi/TjC2ysbGpyo.wav,c-4,train,Who is likely the composer of the music being played?,LUDWIG VAN BEETHOVEN
82,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 4,8,https://www.youtube.com/watch?v=TjC2ysbGpyo,,,,TjC2ysbGpyo,/data/scratch/acw630/difficulty_cipi/TjC2ysbGpyo.wav,c-4,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
82,LUDWIG VAN BEETHOVEN,Piano Sonata E flat major op. 7,mvt. 4,8,https://www.youtube.com/watch?v=TjC2ysbGpyo,,,,TjC2ysbGpyo,/data/scratch/acw630/difficulty_cipi/TjC2ysbGpyo.wav,c-4,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
83,MAURICE RAVEL,Une barque sur l'océan,,8,https://www.youtube.com/watch?v=JdDySf4agqQ,,,,JdDySf4agqQ,/data/scratch/acw630/difficulty_cipi/JdDySf4agqQ.wav,x-116,val,Who might be the composer of this piece?,MAURICE RAVEL
83,MAURICE RAVEL,Une barque sur l'océan,,8,https://www.youtube.com/watch?v=JdDySf4agqQ,,,,JdDySf4agqQ,/data/scratch/acw630/difficulty_cipi/JdDySf4agqQ.wav,x-116,val,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
83,MAURICE RAVEL,Une barque sur l'océan,,8,https://www.youtube.com/watch?v=JdDySf4agqQ,,,,JdDySf4agqQ,/data/scratch/acw630/difficulty_cipi/JdDySf4agqQ.wav,x-116,val,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
84,ISAAC ALBÉNIZ,El Polo,,8,https://www.youtube.com/watch?v=HdbLgKbzHV0,,,,HdbLgKbzHV0,/data/scratch/acw630/difficulty_cipi/HdbLgKbzHV0.wav,x-127,val,Who might be the composer of this piece?,ISAAC ALBÉNIZ
84,ISAAC ALBÉNIZ,El Polo,,8,https://www.youtube.com/watch?v=HdbLgKbzHV0,,,,HdbLgKbzHV0,/data/scratch/acw630/difficulty_cipi/HdbLgKbzHV0.wav,x-127,val,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
84,ISAAC ALBÉNIZ,El Polo,,8,https://www.youtube.com/watch?v=HdbLgKbzHV0,,,,HdbLgKbzHV0,/data/scratch/acw630/difficulty_cipi/HdbLgKbzHV0.wav,x-127,val,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
85,FELIX MENDELSSOHN BARTHOLDY,Scherzo a Capriccio,,8,https://www.youtube.com/watch?v=7DLsTJJYJ0s,https://www.youtube.com/watch?v=I2sKndpmCyM,https://www.youtube.com/watch?v=ASeDNeQSKLs,,7DLsTJJYJ0s,/data/scratch/acw630/difficulty_cipi/7DLsTJJYJ0s.wav,x-129,val,Could you guess the composer of this piece?,FELIX MENDELSSOHN BARTHOLDY
85,FELIX MENDELSSOHN BARTHOLDY,Scherzo a Capriccio,,8,https://www.youtube.com/watch?v=7DLsTJJYJ0s,https://www.youtube.com/watch?v=I2sKndpmCyM,https://www.youtube.com/watch?v=ASeDNeQSKLs,,7DLsTJJYJ0s,/data/scratch/acw630/difficulty_cipi/7DLsTJJYJ0s.wav,x-129,val,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
85,FELIX MENDELSSOHN BARTHOLDY,Scherzo a Capriccio,,8,https://www.youtube.com/watch?v=7DLsTJJYJ0s,https://www.youtube.com/watch?v=I2sKndpmCyM,https://www.youtube.com/watch?v=ASeDNeQSKLs,,7DLsTJJYJ0s,/data/scratch/acw630/difficulty_cipi/7DLsTJJYJ0s.wav,x-129,val,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
86,FRANZ LISZT,Tarantella,,8,https://www.youtube.com/watch?v=TXI4S2_icvw,,,https://www.youtube.com/watch?v=mORI9Q63iIk,TXI4S2_icvw,/data/scratch/acw630/difficulty_cipi/TXI4S2_icvw.wav,x-149,test,Could you guess the composer of this piece?,FRANZ LISZT
86,FRANZ LISZT,Tarantella,,8,https://www.youtube.com/watch?v=TXI4S2_icvw,,,https://www.youtube.com/watch?v=mORI9Q63iIk,TXI4S2_icvw,/data/scratch/acw630/difficulty_cipi/TXI4S2_icvw.wav,x-149,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
86,FRANZ LISZT,Tarantella,,8,https://www.youtube.com/watch?v=TXI4S2_icvw,,,https://www.youtube.com/watch?v=mORI9Q63iIk,TXI4S2_icvw,/data/scratch/acw630/difficulty_cipi/TXI4S2_icvw.wav,x-149,test,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
87,ISAAC ALBÉNIZ,El Albaicín,,8,https://www.youtube.com/watch?v=LOVHgyDVx9s,,,,LOVHgyDVx9s,/data/scratch/acw630/difficulty_cipi/LOVHgyDVx9s.wav,x-175,train,Can you identify the composer of this piece?,ISAAC ALBÉNIZ
